	1.0320	1207	1271	1281	1363	14B4	1963a	2062a	2261	2363	2371	2461	2465	362.5013889	771	AHQ-14	ATCC-19258	ATCC-25745	ATCC-33323	ATCC-393	ATCC-4005	ATCC-4356	ATCC-8293	AUSA004	B4311	CBA3614	CGMCC-14177	CYLB561	DMDL-9010	DSM-20016	DSM-20019	DSM-20072	DSM-20174	DSM-20184	DSM-20249	DSM-20314	DSM-20484	EFEL6800	FLUB	FNZ042	G2	GRL1118	HL1	HOM2217	IS-10506	JCM1004	KCKM-0597	KLDS1.0207	KLDS1.1011	KW2	L99	Lap	LDB-C1	LJJ	LKK75	LP06	LP140	LP45	Lrld-22	MSJK0048	MY04	NCK2677	NCTC13768	NCU116	OBM7	P9	PMC65	RS20D	SCB0695	SPC-SNU-70-4	ST	SYBC-SM3	TCI837	TCI904	UNQLp11	V2	W182	YY-112	ZW18	ZW3	ZY-1
DSM-20174	80585.0	50229.0	38186.0	38227.0	37985.0	33192.0	37824.0	37803.0	38023.0	37320.0	38304.0	38041.0	38076.0	78637.0	38430.0	22255.0	33404.0	99583.0	47219.0	78682.0	99852.0	50893.0	47706.0	23875.0	87459.0	89625.0	24796.0	26295.0	18651.0	76545.0	85118.0	41108.0	0.0	80073.0	80297.0	404046.0	44716.0	64785.0	102667.0	25119.0	24929.0	48682.0	48601.0	22230.0	23912.0	50470.0	21408.0	38423.0	39001.0	33901.0	39911.0	22358.0	39110.0	39036.0	50338.0	24702.0	4725.0	23699.0	4492.0	25370.0	26427.0	45937.0	130626.0	27656.0	23817.0	22569.0	95766.0	24365.0	42649.0	65730.0	22916.0	25454.0	24968.0	38469.0	29655.0	23839.0	50335.0	25066.0	50033.0	50046.0	27012.0
DSM-20184	60159.0	64777.0	33815.0	34308.0	33616.0	37773.0	33856.0	32957.0	33296.0	34134.0	33295.0	33053.0	32973.0	59094.0	34591.0	81934.0	31133.0	76606.0	65734.0	57726.0	62718.0	68932.0	39073.0	80350.0	74770.0	80311.0	80653.0	82188.0	81547.0	59953.0	77378.0	35986.0	80845.0	0.0	293491.0	75852.0	35699.0	37177.0	70933.0	82073.0	82071.0	64197.0	66398.0	81929.0	80348.0	64722.0	81485.0	35472.0	34517.0	38374.0	34903.0	80092.0	35324.0	35814.0	63977.0	78989.0	80841.0	80281.0	80841.0	82460.0	79730.0	65714.0	60384.0	82799.0	80351.0	80940.0	65655.0	82109.0	36608.0	56776.0	82333.0	81775.0	81929.0	34991.0	81909.0	80364.0	64213.0	82411.0	64215.0	64213.0	80689.0
DSM-20249	59196.0	63363.0	29577.0	30106.0	29569.0	39887.0	29786.0	29923.0	30530.0	28507.0	30529.0	30532.0	30154.0	64086.0	30409.0	80529.0	29388.0	77432.0	68763.0	57687.0	62749.0	71586.0	36959.0	80247.0	75856.0	80304.0	80314.0	79706.0	81651.0	58458.0	73686.0	31411.0	81250.0	289386.0	0.0	72448.0	35317.0	28186.0	69541.0	79679.0	79941.0	61018.0	63546.0	80525.0	80247.0	61647.0	84855.0	31210.0	30464.0	38416.0	30897.0	77797.0	30192.0	30132.0	63762.0	80430.0	80142.0	76055.0	80142.0	81343.0	76754.0	66505.0	62538.0	79444.0	80248.0	79520.0	63399.0	79643.0	31141.0	58253.0	79844.0	78411.0	79609.0	31583.0	82035.0	80232.0	63859.0	81400.0	64113.0	63839.0	75456.0
DSM-20314	80069.0	48804.0	41460.0	41457.0	41452.0	30411.0	41321.0	41347.0	41247.0	40918.0	40938.0	40442.0	40228.0	83468.0	41397.0	401745.0	31376.0	98633.0	45795.0	81972.0	108657.0	48753.0	49837.0	396337.0	75955.0	90999.0	392990.0	409915.0	401397.0	76266.0	84769.0	42642.0	402144.0	82223.0	78355.0	0.0	45221.0	73742.0	99955.0	405098.0	405237.0	50901.0	48275.0	401751.0	396408.0	51577.0	416114.0	41861.0	42816.0	29306.0	41939.0	393841.0	42220.0	42185.0	47936.0	375449.0	395688.0	377955.0	395714.0	407286.0	389107.0	47678.0	126945.0	407932.0	396150.0	381854.0	93544.0	405395.0	44031.0	64268.0	388928.0	405623.0	404710.0	40915.0	411915.0	396172.0	47936.0	407312.0	47940.0	47518.0	386897.0
DSM-20484	30935.0	29011.0	16054.0	16059.0	16048.0	31792.0	15283.0	15742.0	15741.0	15641.0	15746.0	15743.0	15387.0	30651.0	16318.0	41283.0	28642.0	40919.0	29777.0	26750.0	33507.0	31295.0	15516.0	40979.0	48912.0	36117.0	40864.0	41721.0	40412.0	41801.0	32072.0	17189.0	40769.0	34439.0	30414.0	39781.0	0.0	22548.0	41765.0	41626.0	41269.0	26693.0	28246.0	41282.0	40978.0	30410.0	41597.0	16026.0	16029.0	31570.0	16017.0	41404.0	15717.0	16014.0	29215.0	41145.0	40513.0	41089.0	40513.0	41901.0	40657.0	29654.0	38339.0	41646.0	40979.0	41762.0	34474.0	40835.0	16886.0	43415.0	41685.0	41391.0	41377.0	15717.0	41511.0	40979.0	29214.0	41868.0	29214.0	28926.0	40897.0
EFEL6800	40539.0	34709.0	46047.0	46233.0	45762.0	13901.0	45935.0	44798.0	45656.0	45539.0	45763.0	44870.0	44971.0	40678.0	46223.0	61588.0	15995.0	44400.0	27770.0	42170.0	63227.0	31432.0	21102.0	61435.0	40197.0	41399.0	61795.0	64001.0	61844.0	125618.0	41722.0	52497.0	62827.0	36436.0	27443.0	68272.0	20551.0	0.0	53194.0	65831.0	65818.0	37440.0	34234.0	61855.0	61435.0	35247.0	65778.0	47370.0	46707.0	14508.0	46775.0	65795.0	46189.0	48168.0	33723.0	63523.0	62359.0	63002.0	62359.0	63887.0	63923.0	27043.0	57374.0	65079.0	61436.0	61458.0	55957.0	64201.0	52432.0	33502.0	62167.0	63898.0	65345.0	45793.0	65706.0	61435.0	33719.0	64445.0	33718.0	33045.0	61927.0
FLUB	64876.0	47381.0	29612.0	29375.0	29583.0	31271.0	28634.0	29234.0	28682.0	28597.0	28964.0	28701.0	28716.0	67211.0	29283.0	106249.0	28752.0	91049.0	43178.0	61308.0	306276.0	48818.0	54938.0	106906.0	83162.0	76346.0	107843.0	107316.0	105324.0	74112.0	66132.0	30842.0	106133.0	75314.0	71100.0	98143.0	50165.0	54395.0	0.0	107155.0	106833.0	45848.0	46986.0	106508.0	106906.0	52696.0	108017.0	29383.0	28822.0	30812.0	29130.0	106825.0	29422.0	30024.0	47273.0	106317.0	106416.0	103905.0	106417.0	106732.0	104503.0	45110.0	118183.0	106119.0	106905.0	107648.0	76783.0	107649.0	31053.0	87386.0	107659.0	106290.0	107153.0	29424.0	106276.0	106907.0	47272.0	106799.0	47272.0	46631.0	105026.0
FNZ042	82366.0	53141.0	39211.0	39348.0	38771.0	33586.0	38905.0	38134.0	38182.0	38718.0	38160.0	37839.0	37741.0	80086.0	38125.0	24983.0	30027.0	94724.0	51685.0	80683.0	100478.0	58467.0	47709.0	25310.0	85324.0	86673.0	24733.0	27919.0	25984.0	80191.0	83593.0	43211.0	24665.0	86217.0	81811.0	405866.0	44219.0	71258.0	103089.0	0.0	144.0	56331.0	52355.0	24833.0	25346.0	51019.0	23595.0	39106.0	39478.0	35205.0	39341.0	25475.0	39665.0	39829.0	52479.0	23896.0	24690.0	22706.0	24752.0	28408.0	19371.0	51102.0	128458.0	28112.0	25345.0	24429.0	90686.0	26293.0	43433.0	66333.0	23451.0	26790.0	161.0	38914.0	27947.0	25367.0	52150.0	26384.0	52148.0	52062.0	27222.0
G2	80758.0	49871.0	37104.0	37652.0	37088.0	33864.0	37010.0	35948.0	36562.0	37277.0	36517.0	36536.0	36127.0	79536.0	37443.0	25185.0	30728.0	97097.0	48435.0	78055.0	99422.0	53229.0	46281.0	25080.0	79082.0	83765.0	24769.0	27253.0	25674.0	78995.0	83822.0	40772.0	23597.0	80764.0	75791.0	411314.0	43069.0	66319.0	101680.0	162.0	0.0	51895.0	49084.0	25047.0	25127.0	49524.0	22594.0	37239.0	36931.0	32244.0	37548.0	25101.0	36668.0	37307.0	48443.0	24552.0	23917.0	22303.0	23974.0	27794.0	19313.0	47854.0	123805.0	28107.0	25114.0	23850.0	87661.0	25557.0	40073.0	60814.0	23090.0	26215.0	103.0	36493.0	27654.0	25137.0	48437.0	26021.0	48437.0	48414.0	27851.0
GRL1118	39156.0	250867.0	125206.0	125727.0	125350.0	26851.0	126229.0	124830.0	126867.0	122939.0	127166.0	125428.0	123986.0	41188.0	125059.0	49867.0	23765.0	47361.0	191696.0	37122.0	43135.0	245559.0	27745.0	48663.0	66896.0	50395.0	48130.0	49069.0	49171.0	60452.0	43354.0	129817.0	49151.0	67856.0	62943.0	46012.0	27235.0	38850.0	43154.0	50212.0	50189.0	0.0	252551.0	49867.0	48665.0	215788.0	48734.0	127204.0	127503.0	25302.0	128373.0	48763.0	127653.0	126956.0	250323.0	47417.0	48922.0	48813.0	48922.0	49054.0	49130.0	193590.0	39771.0	49131.0	48664.0	48081.0	39305.0	49202.0	136481.0	43149.0	49265.0	48782.0	50209.0	128392.0	49505.0	48664.0	250490.0	49064.0	250012.0	249945.0	48117.0
HL1	44198.0	11930.0	121964.0	122108.0	122466.0	24961.0	121791.0	123225.0	126427.0	120030.0	126393.0	124619.0	123364.0	44706.0	120889.0	49644.0	24391.0	52818.0	201338.0	42701.0	51691.0	258938.0	27614.0	49695.0	66193.0	52836.0	49160.0	48899.0	49105.0	57915.0	50573.0	129124.0	49722.0	73829.0	68072.0	46583.0	27376.0	36673.0	51429.0	50003.0	49998.0	255189.0	0.0	49645.0	49695.0	216831.0	48816.0	123509.0	123122.0	25475.0	125827.0	48974.0	123739.0	127699.0	14593.0	48648.0	49690.0	48486.0	49690.0	49301.0	48766.0	198498.0	38883.0	50371.0	49696.0	49176.0	45278.0	49150.0	137210.0	46704.0	49398.0	49888.0	49996.0	126759.0	49318.0	49695.0	14756.0	49261.0	14822.0	14785.0	48219.0
HOM2217	80931.0	49741.0	37566.0	38194.0	37765.0	34246.0	37837.0	37955.0	38005.0	37585.0	38474.0	38209.0	37707.0	86541.0	38420.0	288.0	36023.0	97838.0	47927.0	78931.0	103192.0	51895.0	47471.0	26640.0	82217.0	87024.0	27629.0	27612.0	11929.0	81432.0	82783.0	37825.0	23972.0	79834.0	78846.0	404640.0	41702.0	66589.0	107627.0	27367.0	27303.0	50029.0	48419.0	0.0	26691.0	49115.0	26654.0	37665.0	37059.0	33798.0	38346.0	24247.0	37045.0	37653.0	49357.0	26591.0	22359.0	26643.0	22219.0	27214.0	30076.0	47691.0	126979.0	30471.0	26714.0	24848.0	92039.0	27593.0	38689.0	66070.0	25885.0	28459.0	27313.0	36569.0	33020.0	26737.0	49314.0	24936.0	49007.0	49291.0	30208.0
IS-10506	79460.0	51399.0	36396.0	37681.0	36475.0	32669.0	37043.0	36656.0	36970.0	36675.0	36991.0	36996.0	36739.0	80165.0	37888.0	23764.0	31242.0	99302.0	46349.0	76080.0	104772.0	52968.0	49183.0	98.0	85255.0	92115.0	8252.0	23631.0	23060.0	81638.0	87549.0	37999.0	22547.0	81578.0	82020.0	397586.0	45014.0	66647.0	103823.0	25945.0	25821.0	50679.0	50746.0	23755.0	0.0	51417.0	22875.0	36192.0	36273.0	31681.0	37573.0	24376.0	36628.0	36722.0	50664.0	25171.0	21387.0	22763.0	21388.0	23107.0	25584.0	46804.0	128027.0	21956.0	90.0	9314.0	93530.0	23818.0	40267.0	66717.0	21285.0	21298.0	25777.0	36860.0	29614.0	111.0	50658.0	25729.0	50658.0	50569.0	28489.0
JCM1004	38816.0	223838.0	114056.0	120240.0	114119.0	27744.0	120456.0	124637.0	128618.0	118728.0	128697.0	125964.0	125485.0	39100.0	120604.0	48109.0	25698.0	50391.0	180487.0	34463.0	47757.0	228451.0	28890.0	47847.0	67551.0	51755.0	47729.0	46913.0	48075.0	64717.0	49223.0	129840.0	48038.0	65118.0	63570.0	44451.0	27894.0	33368.0	51750.0	48604.0	48601.0	231848.0	222152.0	48109.0	47839.0	0.0	47155.0	119584.0	124228.0	26383.0	121402.0	47118.0	121908.0	131438.0	225876.0	48298.0	48147.0	46516.0	48147.0	47453.0	47547.0	190979.0	37952.0	49436.0	47848.0	47492.0	39689.0	47579.0	135757.0	45037.0	47365.0	49163.0	48633.0	126221.0	49302.0	47848.0	226292.0	47988.0	226175.0	223485.0	47203.0
KCKM-0597	80305.0	49339.0	36243.0	37023.0	36084.0	33569.0	36477.0	36326.0	36321.0	36191.0	36323.0	36006.0	35925.0	84353.0	36947.0	26983.0	31060.0	100610.0	48811.0	78094.0	104283.0	53843.0	47608.0	25392.0	84471.0	92455.0	25775.0	25681.0	24768.0	80357.0	87172.0	38529.0	22795.0	81518.0	82267.0	421036.0	43091.0	66265.0	104047.0	26487.0	26130.0	52579.0	49102.0	26936.0	25424.0	51569.0	0.0	37012.0	37319.0	33442.0	37543.0	22825.0	37454.0	36953.0	50364.0	25155.0	23851.0	25989.0	23858.0	26220.0	26141.0	47370.0	133750.0	26015.0	25464.0	24928.0	93260.0	25727.0	39992.0	70635.0	23777.0	25230.0	26433.0	37260.0	30900.0	25486.0	50340.0	28103.0	50067.0	49997.0	28951.0
KLDS1.0207	39548.0	121554.0	12167.0	12902.0	12419.0	16308.0	12635.0	13125.0	13462.0	15200.0	13196.0	13014.0	13245.0	40732.0	12732.0	38581.0	22340.0	27512.0	89889.0	37233.0	35483.0	108822.0	20194.0	38320.0	34003.0	34399.0	38296.0	38048.0	38262.0	34389.0	36375.0	33264.0	38161.0	38996.0	33799.0	41933.0	20315.0	53653.0	31656.0	38043.0	38052.0	131540.0	124422.0	38581.0	38321.0	115617.0	37925.0	0.0	8426.0	17303.0	11944.0	37346.0	14706.0	9437.0	119765.0	37873.0	37840.0	38703.0	37840.0	38662.0	37752.0	86364.0	32789.0	38316.0	38320.0	38015.0	32225.0	37884.0	35045.0	27348.0	37973.0	38314.0	38052.0	10300.0	37844.0	38320.0	120073.0	37610.0	120021.0	119867.0	38072.0
KLDS1.1011	44800.0	120894.0	12164.0	12419.0	12310.0	17637.0	13288.0	12611.0	12861.0	13934.0	12863.0	13013.0	13024.0	44170.0	13904.0	41521.0	19230.0	30621.0	90851.0	41779.0	40991.0	108345.0	21484.0	41066.0	33193.0	37567.0	40785.0	41098.0	41155.0	36643.0	36001.0	32401.0	40872.0	36864.0	33853.0	46265.0	21882.0	52668.0	33504.0	40966.0	40938.0	128192.0	121029.0	41521.0	41067.0	114068.0	41377.0	8898.0	0.0	17313.0	10622.0	40671.0	16504.0	9094.0	119614.0	40712.0	40864.0	40810.0	40864.0	41207.0	40126.0	88106.0	35230.0	40520.0	41066.0	40820.0	35170.0	40636.0	35322.0	25662.0	40880.0	40521.0	40975.0	9019.0	40737.0	41066.0	119842.0	41135.0	120159.0	119784.0	41022.0
KW2	27622.0	27919.0	16552.0	16370.0	16909.0	249657.0	15591.0	16592.0	16650.0	16063.0	16659.0	16669.0	16381.0	30085.0	16515.0	34714.0	58693.0	40037.0	27501.0	27026.0	27365.0	31889.0	37412.0	32508.0	45049.0	36889.0	33507.0	35294.0	34221.0	32894.0	36551.0	16732.0	34071.0	38689.0	36494.0	31301.0	35642.0	17007.0	31479.0	33417.0	33381.0	29105.0	27325.0	34713.0	32507.0	28319.0	33277.0	16555.0	16486.0	0.0	16239.0	33361.0	15704.0	16209.0	27525.0	33342.0	32918.0	31493.0	32920.0	33836.0	34350.0	28780.0	27945.0	34603.0	32508.0	31532.0	32615.0	32733.0	17204.0	33684.0	33236.0	33672.0	33163.0	16561.0	34884.0	32508.0	27520.0	34551.0	27520.0	27520.0	32464.0
L99	38513.0	120932.0	13227.0	13228.0	13040.0	16718.0	13396.0	13263.0	13406.0	15115.0	13507.0	13551.0	13707.0	40069.0	13013.0	41428.0	19221.0	29904.0	93453.0	40529.0	40855.0	113320.0	19978.0	41199.0	33397.0	37558.0	41220.0	40554.0	41108.0	35575.0	38294.0	32798.0	41083.0	36989.0	34858.0	42017.0	20985.0	50611.0	30901.0	42028.0	42005.0	131605.0	122348.0	41428.0	41200.0	117245.0	40999.0	12371.0	11202.0	17193.0	0.0	40807.0	16734.0	11751.0	121174.0	41183.0	41060.0	40879.0	41060.0	40496.0	40856.0	90051.0	33509.0	40831.0	41199.0	41133.0	34197.0	40636.0	33876.0	24700.0	41176.0	40831.0	42037.0	11042.0	41233.0	41199.0	121171.0	40168.0	120936.0	120658.0	41346.0
Lap	82944.0	51624.0	37297.0	37602.0	37303.0	31129.0	36972.0	37164.0	37416.0	37054.0	37460.0	37221.0	37336.0	84351.0	37206.0	20774.0	31606.0	98310.0	49453.0	81698.0	106358.0	52073.0	44776.0	23277.0	86326.0	90281.0	23705.0	23042.0	20802.0	83075.0	86594.0	39157.0	21692.0	81527.0	75117.0	391355.0	41048.0	70159.0	105630.0	25350.0	25426.0	52663.0	50495.0	20746.0	23312.0	52643.0	21483.0	38015.0	37431.0	31956.0	38311.0	0.0	37396.0	37521.0	49999.0	24641.0	20557.0	25792.0	20559.0	21437.0	27462.0	50365.0	129042.0	24570.0	23276.0	22565.0	91981.0	25181.0	39382.0	64768.0	21844.0	22933.0	25263.0	36943.0	27688.0	23298.0	49975.0	23779.0	50339.0	49866.0	27226.0
LDB-C1	37559.0	122884.0	15173.0	14360.0	15157.0	16340.0	15095.0	15861.0	16005.0	14483.0	15952.0	16130.0	15999.0	40511.0	17201.0	41514.0	19397.0	27187.0	89835.0	40772.0	37123.0	111194.0	19523.0	41614.0	30575.0	32844.0	41635.0	40860.0	41008.0	34287.0	34223.0	32719.0	40560.0	36993.0	31272.0	40472.0	19738.0	51828.0	30364.0	41222.0	41239.0	130713.0	122249.0	41514.0	41615.0	118446.0	40426.0	14557.0	16098.0	15192.0	15188.0	40217.0	0.0	15189.0	119407.0	40535.0	40494.0	41397.0	40494.0	41032.0	39996.0	85015.0	30167.0	40578.0	41614.0	41194.0	32888.0	41098.0	36496.0	24508.0	41767.0	40862.0	41239.0	15087.0	40888.0	41614.0	119651.0	40689.0	119623.0	119626.0	41411.0
LJJ	40985.0	118795.0	13991.0	13056.0	13936.0	16012.0	13366.0	13202.0	13232.0	14675.0	13246.0	13473.0	13441.0	42942.0	13506.0	41588.0	21206.0	29109.0	89288.0	44980.0	40615.0	108302.0	19552.0	41575.0	34038.0	38221.0	41618.0	41252.0	41494.0	37648.0	37971.0	33043.0	41772.0	35504.0	33475.0	44857.0	18934.0	55677.0	33918.0	41396.0	41409.0	127384.0	120199.0	41588.0	41576.0	106567.0	41792.0	10252.0	9457.0	16565.0	11247.0	41646.0	15783.0	0.0	118238.0	41388.0	41756.0	41851.0	41756.0	41864.0	41083.0	86738.0	33787.0	42286.0	41575.0	41234.0	31836.0	41994.0	32804.0	25249.0	41680.0	42211.0	41412.0	9230.0	41176.0	41575.0	117981.0	41805.0	118582.0	117950.0	41573.0
LKK75	42158.0	12395.0	116594.0	118587.0	116518.0	25585.0	118271.0	117469.0	121154.0	116458.0	120892.0	118181.0	117221.0	47451.0	114990.0	48285.0	22469.0	49818.0	194151.0	43740.0	47610.0	262245.0	27586.0	48645.0	64025.0	53737.0	48326.0	48695.0	48288.0	61075.0	48899.0	124281.0	47688.0	71957.0	68858.0	49388.0	27280.0	34971.0	50929.0	48924.0	48652.0	252482.0	15706.0	48284.0	48645.0	219740.0	48248.0	118233.0	119972.0	24386.0	119845.0	48144.0	118989.0	123899.0	0.0	47097.0	48145.0	47603.0	48145.0	48178.0	48049.0	196507.0	40556.0	49741.0	48646.0	48707.0	41166.0	49177.0	131070.0	45558.0	49124.0	48861.0	48917.0	120340.0	48381.0	48645.0	1010.0	48167.0	1070.0	4326.0	47124.0
LP06	78307.0	49092.0	34848.0	35303.0	34652.0	30452.0	34813.0	34786.0	35106.0	34718.0	35375.0	34592.0	34848.0	80204.0	34886.0	24362.0	32487.0	98427.0	49992.0	80726.0	98662.0	50299.0	47122.0	26869.0	81425.0	85042.0	25443.0	26432.0	25944.0	77398.0	85870.0	36949.0	24719.0	79321.0	76700.0	380421.0	44426.0	70258.0	101195.0	25730.0	25698.0	50068.0	49156.0	24426.0	26912.0	53435.0	23445.0	36041.0	35663.0	33456.0	35565.0	25591.0	35395.0	36142.0	48868.0	0.0	24873.0	28158.0	24726.0	28996.0	28667.0	47325.0	125957.0	28194.0	26905.0	26032.0	95140.0	27857.0	38144.0	65900.0	27941.0	26578.0	25713.0	35184.0	26319.0	26928.0	48824.0	26627.0	48822.0	48802.0	28943.0
LP140	80529.0	53201.0	37176.0	37454.0	37147.0	35278.0	36815.0	37086.0	37324.0	36120.0	37305.0	37247.0	36186.0	81997.0	37532.0	20338.0	33854.0	100710.0	52108.0	74703.0	101645.0	55682.0	50159.0	21589.0	83025.0	88905.0	21519.0	26063.0	19541.0	82096.0	84376.0	40056.0	4654.0	80402.0	81512.0	396951.0	45363.0	66948.0	103437.0	25245.0	25208.0	53214.0	51633.0	20278.0	21637.0	55589.0	22146.0	36891.0	37158.0	34805.0	37585.0	21690.0	37895.0	37295.0	52528.0	25809.0	0.0	26236.0	308.0	24116.0	26205.0	53407.0	124888.0	26117.0	21626.0	22138.0	96300.0	23724.0	41760.0	64224.0	22728.0	25715.0	25219.0	37246.0	29678.0	21649.0	52524.0	24742.0	52524.0	52194.0	31522.0
LP45	80253.0	46755.0	37182.0	36571.0	37161.0	34452.0	36191.0	36611.0	36629.0	36769.0	36945.0	36625.0	36079.0	79819.0	37711.0	23858.0	31378.0	91560.0	47296.0	76133.0	98830.0	50442.0	48144.0	22503.0	84459.0	86243.0	21361.0	23409.0	25384.0	74747.0	84519.0	38237.0	22623.0	78982.0	73562.0	377647.0	43889.0	66142.0	103641.0	21935.0	21819.0	46774.0	45709.0	23888.0	22517.0	49043.0	24457.0	37787.0	37688.0	34335.0	37956.0	25726.0	38269.0	37531.0	46732.0	28124.0	24160.0	0.0	24111.0	24469.0	23591.0	47092.0	121937.0	23971.0	22455.0	23583.0	88234.0	23540.0	39080.0	63953.0	24519.0	23874.0	21841.0	36817.0	27628.0	22478.0	46711.0	22905.0	46710.0	46423.0	27385.0
Lrld-22	79341.0	50813.0	35425.0	36164.0	35433.0	32848.0	35936.0	35191.0	35197.0	35392.0	35188.0	34965.0	34924.0	80782.0	35664.0	20220.0	29507.0	96975.0	50355.0	77096.0	101620.0	50899.0	50186.0	22529.0	83577.0	90019.0	22252.0	27344.0	21752.0	82494.0	85728.0	38483.0	4381.0	83131.0	82680.0	395522.0	47145.0	63804.0	102880.0	26358.0	26192.0	49017.0	49879.0	20276.0	22544.0	50920.0	22227.0	35539.0	36419.0	32263.0	36133.0	21825.0	35793.0	36133.0	49371.0	25510.0	294.0	25795.0	0.0	26515.0	25945.0	48694.0	129704.0	27135.0	22485.0	22598.0	94579.0	23191.0	39564.0	67649.0	23289.0	26024.0	26262.0	35056.0	30186.0	22508.0	49330.0	26918.0	49327.0	49262.0	32406.0
MSJK0048	82361.0	54269.0	34956.0	35129.0	35002.0	32246.0	35129.0	34572.0	34823.0	34233.0	35015.0	34699.0	34609.0	86429.0	34629.0	26355.0	30389.0	93960.0	50980.0	77784.0	103822.0	53527.0	50088.0	23751.0	84419.0	87894.0	25395.0	26486.0	26201.0	80731.0	83639.0	37678.0	26008.0	82052.0	81743.0	405386.0	44320.0	69274.0	101133.0	30146.0	30222.0	51885.0	53108.0	26356.0	23760.0	54849.0	25310.0	34986.0	34743.0	31454.0	36033.0	23304.0	35334.0	34421.0	53141.0	30376.0	26013.0	27265.0	25964.0	0.0	28412.0	48981.0	129603.0	25668.0	23778.0	23878.0	94367.0	24074.0	39178.0	63817.0	27106.0	25752.0	30070.0	34678.0	32599.0	23781.0	53136.0	6690.0	52831.0	52829.0	33959.0
MY04	76374.0	51390.0	36005.0	36771.0	35980.0	35274.0	36092.0	35699.0	36044.0	36215.0	35996.0	35725.0	35744.0	77921.0	36448.0	28460.0	33727.0	99364.0	47596.0	75653.0	99032.0	52365.0	47986.0	28734.0	79491.0	86590.0	25781.0	30567.0	30791.0	73878.0	84647.0	40158.0	28051.0	78046.0	78309.0	388200.0	45547.0	64418.0	100943.0	20122.0	20066.0	51514.0	50474.0	28490.0	28749.0	53554.0	24397.0	36514.0	36414.0	36030.0	37324.0	29134.0	36859.0	36138.0	50082.0	29539.0	26470.0	22846.0	26576.0	25476.0	0.0	48105.0	126364.0	28354.0	28686.0	23608.0	91388.0	29708.0	41227.0	62709.0	24064.0	24064.0	20024.0	36414.0	32665.0	28709.0	50081.0	27624.0	50080.0	49747.0	28783.0
NCK2677	45006.0	203377.0	82608.0	84719.0	82924.0	31013.0	84173.0	84754.0	87054.0	81651.0	87418.0	85188.0	85137.0	45943.0	84663.0	49857.0	27932.0	57634.0	205061.0	38081.0	37864.0	209982.0	31265.0	48349.0	72149.0	56169.0	48447.0	48131.0	48966.0	61286.0	53521.0	87502.0	48007.0	67094.0	70993.0	42869.0	31111.0	30470.0	44371.0	50908.0	50901.0	202027.0	203806.0	49856.0	48350.0	190847.0	47458.0	84482.0	83457.0	29142.0	86741.0	49574.0	85214.0	84348.0	201186.0	48116.0	47986.0	49059.0	47986.0	49953.0	49369.0	0.0	34309.0	48636.0	48351.0	48101.0	43233.0	49541.0	89824.0	50023.0	48121.0	48377.0	50902.0	84715.0	48378.0	48349.0	200903.0	49856.0	201152.0	200831.0	48774.0
NCTC13768	60806.0	35654.0	26946.0	26639.0	26661.0	25299.0	26499.0	25750.0	26275.0	26549.0	26325.0	25780.0	25889.0	60519.0	27188.0	123555.0	26281.0	80497.0	35846.0	57735.0	113943.0	36261.0	41372.0	124740.0	65306.0	78933.0	125354.0	123694.0	123270.0	78907.0	75497.0	27826.0	123667.0	64594.0	62973.0	121009.0	38087.0	60278.0	115273.0	123016.0	122441.0	37001.0	35557.0	123543.0	124739.0	38708.0	122972.0	27293.0	27738.0	26471.0	27541.0	122499.0	27511.0	27267.0	35959.0	120975.0	122922.0	119142.0	122931.0	123692.0	120817.0	33960.0	0.0	125074.0	124740.0	123216.0	81706.0	124072.0	28689.0	70171.0	121910.0	125291.0	122559.0	27518.0	123893.0	124753.0	35979.0	123634.0	35979.0	35899.0	119677.0
NCU116	82877.0	48910.0	35961.0	36409.0	35983.0	33980.0	36132.0	34899.0	35158.0	35208.0	35601.0	35334.0	34817.0	85913.0	36471.0	29593.0	33514.0	101190.0	47295.0	80738.0	97685.0	52924.0	52252.0	23698.0	83097.0	89953.0	24120.0	30271.0	30524.0	76454.0	85525.0	39543.0	27812.0	81497.0	79548.0	410348.0	46747.0	61711.0	99765.0	30401.0	30301.0	49298.0	48047.0	29566.0	23739.0	50146.0	26052.0	36905.0	36309.0	34409.0	37231.0	27607.0	38023.0	36600.0	49486.0	29100.0	28676.0	25676.0	28450.0	26146.0	29431.0	47228.0	126873.0	0.0	23593.0	22765.0	93240.0	27766.0	40749.0	65818.0	25827.0	3933.0	29963.0	37260.0	36049.0	23615.0	49432.0	30649.0	49117.0	49316.0	33461.0
OBM7	79929.0	45554.0	34002.0	34790.0	34376.0	30199.0	34172.0	34011.0	34213.0	34339.0	34479.0	34223.0	33664.0	79209.0	35429.0	25435.0	31674.0	96948.0	46466.0	77173.0	97101.0	50249.0	45557.0	135.0	84340.0	85645.0	8572.0	24373.0	22792.0	72828.0	85303.0	36177.0	22876.0	77709.0	76832.0	399084.0	41258.0	59445.0	100583.0	26849.0	26762.0	46246.0	44198.0	25453.0	174.0	46199.0	23858.0	34923.0	34946.0	31384.0	35874.0	24983.0	35454.0	35220.0	45138.0	26548.0	21615.0	23813.0	21569.0	23156.0	27227.0	45191.0	123746.0	22441.0	0.0	9121.0	88981.0	24869.0	37413.0	61585.0	21726.0	21025.0	26702.0	34566.0	29791.0	28.0	45113.0	25329.0	45109.0	44804.0	29084.0
