Genome,GeneID,CopyNumber
AHQ-14,sorA,1
AHQ-14,manZ_1,1
AHQ-14,norR,1
AHQ-14,manX_2,1
AHQ-14,manX_3,1
AHQ-14,fabH_1,1
AHQ-14,accC_1,1
AHQ-14,accD_1,1
AHQ-14,accA_1,1
AHQ-14,tagU_1,1
AHQ-14,gpmA_1,1
AHQ-14,pepC,1
AHQ-14,rpiA_2,1
AHQ-14,yjdJ,1
AHQ-14,dut,1
AHQ-14,radA,1
AHQ-14,yacL,1
AHQ-14,gltX,1
AHQ-14,cysS,1
AHQ-14,mrnC,1
AHQ-14,sigH,1
AHQ-14,rpmG3,1
AHQ-14,nusG,1
AHQ-14,rplK,1
AHQ-14,rplA,1
AHQ-14,rplJ,1
AHQ-14,rplL,1
AHQ-14,mprF,1
AHQ-14,yvdD,1
AHQ-14,nrdF2,1
AHQ-14,nrdE2,1
AHQ-14,nrdH,1
AHQ-14,rsmC,1
AHQ-14,tadA_1,1
AHQ-14,dnaX,1
AHQ-14,recR,1
AHQ-14,tmk,1
AHQ-14,darA,1
AHQ-14,yabA,1
AHQ-14,rsmI,1
AHQ-14,galE_1,1
AHQ-14,phnW,1
AHQ-14,phnX,1
AHQ-14,btuD_3,1
AHQ-14,tsaB,1
AHQ-14,mshD_1,1
AHQ-14,rimI,1
AHQ-14,tsaD,1
AHQ-14,yheS_1,1
AHQ-14,rex,1
AHQ-14,MroQ,1
AHQ-14,groS,1
AHQ-14,groL,1
AHQ-14,kimA,1
AHQ-14,tagO,1
AHQ-14,pstS1_1,1
AHQ-14,yigZ,1
AHQ-14,comFA,1
AHQ-14,prs_2,1
AHQ-14,hpf,1
AHQ-14,secA,1
AHQ-14,prfB,1
AHQ-14,minJ,1
AHQ-14,phoP,1
AHQ-14,rcsC,1
AHQ-14,pstS1_2,1
AHQ-14,pstC1,1
AHQ-14,pstA,1
AHQ-14,pstB3_1,1
AHQ-14,pstB3_2,1
AHQ-14,phoU,1
AHQ-14,hprK,1
AHQ-14,lgt,1
AHQ-14,gpsA,1
AHQ-14,gtaB,1
AHQ-14,nox_1,1
AHQ-14,arnC,1
AHQ-14,trxB,1
AHQ-14,pgcA,1
AHQ-14,nox_2,1
AHQ-14,ddpX,1
AHQ-14,tetA,1
AHQ-14,yfbR,1
AHQ-14,uvrB,1
AHQ-14,uvrA_1,1
AHQ-14,luxS,1
AHQ-14,argG,1
AHQ-14,argH,1
AHQ-14,yvcJ,1
AHQ-14,whiA,1
AHQ-14,oppA_2,1
AHQ-14,clpP_1,1
AHQ-14,rpoN1,1
AHQ-14,cggR,1
AHQ-14,gap,1
AHQ-14,pgk,1
AHQ-14,tpiA,1
AHQ-14,eno2,1
AHQ-14,clcA,1
AHQ-14,secG,1
AHQ-14,est,1
AHQ-14,rnr,1
AHQ-14,smpB,1
AHQ-14,mltF_1,1
AHQ-14,artM_1,1
AHQ-14,ywpJ,1
AHQ-14,ung,1
AHQ-14,pta,1
AHQ-14,tsaE,1
AHQ-14,mshD_2,1
AHQ-14,polC_1,1
AHQ-14,exoA,1
AHQ-14,yceM,1
AHQ-14,murB,1
AHQ-14,nhaK_1,1
AHQ-14,dacA_1,1
AHQ-14,cdaR,1
AHQ-14,glmM,1
AHQ-14,glmS,1
AHQ-14,ybiV_1,1
AHQ-14,mro,1
AHQ-14,nfrA1,1
AHQ-14,glpK_2,1
AHQ-14,spxA_1,1
AHQ-14,hsrA_1,1
AHQ-14,ppx,1
AHQ-14,ppk,1
AHQ-14,gppA_2,1
AHQ-14,pbuG_1,1
AHQ-14,pox5_1,1
AHQ-14,ribF_1,1
AHQ-14,pox5_2,1
AHQ-14,fpaP_2,1
AHQ-14,birA_2,1
AHQ-14,oatA_1,1
AHQ-14,pepX,1
AHQ-14,yhdG_1,1
AHQ-14,pdxK,1
AHQ-14,ndx1,1
AHQ-14,gmk_1,1
AHQ-14,zur,1
AHQ-14,mupP,1
AHQ-14,dapX_1,1
AHQ-14,glnQ_1,1
AHQ-14,glnH_1,1
AHQ-14,glnM,1
AHQ-14,glnP,1
AHQ-14,bglG,1
AHQ-14,bglF_1,1
AHQ-14,steT,1
AHQ-14,ohrR,1
AHQ-14,yhhS,1
AHQ-14,hflX,1
AHQ-14,rppH_2,1
AHQ-14,gdx,1
AHQ-14,gpmA_2,1
AHQ-14,gpmA_3,1
AHQ-14,kefB,1
AHQ-14,licT_1,1
AHQ-14,bglF_2,1
AHQ-14,bglH_1,1
AHQ-14,dedA_1,1
AHQ-14,helD_2,1
AHQ-14,coaA,1
AHQ-14,guaA,1
AHQ-14,xerC_1,1
AHQ-14,yybR_1,1
AHQ-14,sotB,1
AHQ-14,smc_2,1
AHQ-14,smc_3,1
AHQ-14,oatA_2,1
AHQ-14,pepN,1
AHQ-14,hsdR,1
AHQ-14,xerC_2,1
AHQ-14,cynR,1
AHQ-14,azoR,1
AHQ-14,asnS_1,1
AHQ-14,asnA,1
AHQ-14,pepDA_2,1
AHQ-14,recQ_1,1
AHQ-14,cobC,1
AHQ-14,aes,1
AHQ-14,xylP_2,1
AHQ-14,murE,1
AHQ-14,lysC,1
AHQ-14,asnB_1,1
AHQ-14,emrB_1,1
AHQ-14,mntR,1
AHQ-14,cspLA,1
AHQ-14,tagU_2,1
AHQ-14,nsrR,1
AHQ-14,alsS,1
AHQ-14,lysP,1
AHQ-14,serS_2,1
AHQ-14,ctsR,1
AHQ-14,clpC_1,1
AHQ-14,rpoB,1
AHQ-14,rpoC,1
AHQ-14,comC,1
AHQ-14,rpsL,1
AHQ-14,rpsG,1
AHQ-14,fus,1
AHQ-14,rpsJ,1
AHQ-14,rplC,1
AHQ-14,rplD,1
AHQ-14,rplW,1
AHQ-14,rplB,1
AHQ-14,rpsS,1
AHQ-14,rplV,1
AHQ-14,rpsC,1
AHQ-14,rplP,1
AHQ-14,rpmC,1
AHQ-14,rpsQ,1
AHQ-14,rplN,1
AHQ-14,rplX,1
AHQ-14,rplE,1
AHQ-14,rpsH,1
AHQ-14,rplF,1
AHQ-14,rplR,1
AHQ-14,rpsE,1
AHQ-14,rpmD,1
AHQ-14,rplO,1
AHQ-14,secY,1
AHQ-14,adk,1
AHQ-14,infA,1
AHQ-14,rpsM,1
AHQ-14,rpsK,1
AHQ-14,rpoA,1
AHQ-14,rplQ,1
AHQ-14,hepT_1,1
AHQ-14,norW,1
AHQ-14,apbE_1,1
AHQ-14,ecfA1,1
AHQ-14,ecfA2,1
AHQ-14,ecfT_2,1
AHQ-14,truA,1
AHQ-14,rplM,1
AHQ-14,rpsI,1
AHQ-14,yjmC_1,1
AHQ-14,tkt_1,1
AHQ-14,aroE_1,1
AHQ-14,aroF,1
AHQ-14,yflS_2,1
AHQ-14,sufT_1,1
AHQ-14,ttdB,1
AHQ-14,ttdA,1
AHQ-14,rhaR_2,1
AHQ-14,citG,1
AHQ-14,mntB_1,1
AHQ-14,mntB_2,1
AHQ-14,psaA_1,1
AHQ-14,ldh_2,1
AHQ-14,yflS_3,1
AHQ-14,sorC_1,1
AHQ-14,citC,1
AHQ-14,citD,1
AHQ-14,citE,1
AHQ-14,citF,1
AHQ-14,fumC,1
AHQ-14,ifcA,1
AHQ-14,citX,1
AHQ-14,oxyR_2,1
AHQ-14,hcaR_1,1
AHQ-14,mleS,1
AHQ-14,yhdG_2,1
AHQ-14,panT,1
AHQ-14,cydA,1
AHQ-14,cydB,1
AHQ-14,cydD,1
AHQ-14,hepT_2,1
AHQ-14,menA_1,1
AHQ-14,iolU_1,1
AHQ-14,xpt,1
AHQ-14,purK_1,1
AHQ-14,pcrA,1
AHQ-14,ligA,1
AHQ-14,gatC_1,1
AHQ-14,gatA,1
AHQ-14,gatB_1,1
AHQ-14,dagK,1
AHQ-14,ctpE,1
AHQ-14,hexR,1
AHQ-14,csp,1
AHQ-14,iolU_2,1
AHQ-14,deaD,1
AHQ-14,chbC_2,1
AHQ-14,gdh,1
AHQ-14,mnaA,1
AHQ-14,larD_2,1
AHQ-14,glf_1,1
AHQ-14,rfaB,1
AHQ-14,tarF,1
AHQ-14,rfbX_1,1
AHQ-14,tagD_1,1
AHQ-14,rmlB,1
AHQ-14,xerC_3,1
AHQ-14,ywqD_1,1
AHQ-14,ywqE_1,1
AHQ-14,wecA_1,1
AHQ-14,wbnH_1,1
AHQ-14,glgA_2,1
AHQ-14,yxaB,1
AHQ-14,glf_2,1
AHQ-14,rhaR_3,1
AHQ-14,rfbX_2,1
AHQ-14,wcaJ,1
AHQ-14,recX,1
AHQ-14,dap,1
AHQ-14,tagD_2,1
AHQ-14,gntT,1
AHQ-14,xylB_1,1
AHQ-14,garB_2,1
AHQ-14,prfC,1
AHQ-14,hdfR_1,1
AHQ-14,dppE_5,1
AHQ-14,oppB,1
AHQ-14,dppC,1
AHQ-14,oppD,1
AHQ-14,oppF,1
AHQ-14,xerH,1
AHQ-14,clpE,1
AHQ-14,ptsH,1
AHQ-14,ptsI,1
AHQ-14,cpoA,1
AHQ-14,dapX_2,1
AHQ-14,ltaS1_1,1
AHQ-14,pyrE_1,1
AHQ-14,apaH,1
AHQ-14,mntH_2,1
AHQ-14,hemH,1
AHQ-14,rocC,1
AHQ-14,mmuM,1
AHQ-14,gtfA_1,1
AHQ-14,metK,1
AHQ-14,bmr3_1,1
AHQ-14,gtfA_2,1
AHQ-14,gtfA_3,1
AHQ-14,leuS,1
AHQ-14,murJ_2,1
AHQ-14,rsuA,1
AHQ-14,nnrD,1
AHQ-14,msmX_2,1
AHQ-14,ugpA,1
AHQ-14,araQ_1,1
AHQ-14,ugpB,1
AHQ-14,mscL,1
AHQ-14,smc_4,1
AHQ-14,msrA_1,1
AHQ-14,yicL_1,1
AHQ-14,yidA_2,1
AHQ-14,agrA_3,1
AHQ-14,uvrA_2,1
AHQ-14,uvrA_3,1
AHQ-14,yitJ,1
AHQ-14,metE_1,1
AHQ-14,sat,1
AHQ-14,cysC,1
AHQ-14,nrnA_1,1
AHQ-14,assT,1
AHQ-14,mepA_2,1
AHQ-14,elaA_2,1
AHQ-14,argS,1
AHQ-14,macB_1,1
AHQ-14,dgaR,1
AHQ-14,chbA,1
AHQ-14,celA,1
AHQ-14,gmuC_1,1
AHQ-14,bglH_2,1
AHQ-14,yciB_1,1
AHQ-14,dltC_1,1
AHQ-14,norG,1
AHQ-14,argO,1
AHQ-14,vioD,1
AHQ-14,argR_1,1
AHQ-14,pbpF,1
AHQ-14,smc_5,1
AHQ-14,yhaM,1
AHQ-14,hdfR_2,1
AHQ-14,urdA_1,1
AHQ-14,urdA_2,1
AHQ-14,sasA_2,1
AHQ-14,mprA_2,1
AHQ-14,csbB,1
AHQ-14,dedA_2,1
AHQ-14,ykoT,1
AHQ-14,ribD,1
AHQ-14,ribE,1
AHQ-14,ribBA,1
AHQ-14,ribH,1
AHQ-14,fnr_1,1
AHQ-14,npr_1,1
AHQ-14,prsA_1,1
AHQ-14,hit_1,1
AHQ-14,ecsA_1,1
AHQ-14,trmB,1
AHQ-14,murC,1
AHQ-14,feoB,1
AHQ-14,sufS,1
AHQ-14,iscU,1
AHQ-14,ybhL,1
AHQ-14,polA,1
AHQ-14,mutM,1
AHQ-14,coaE,1
AHQ-14,nrdR,1
AHQ-14,dnaB,1
AHQ-14,dnaI,1
AHQ-14,thrS,1
AHQ-14,infC,1
AHQ-14,rpmI,1
AHQ-14,rplT,1
AHQ-14,yybR_2,1
AHQ-14,pgaC,1
AHQ-14,gph_1,1
AHQ-14,yqeH,1
AHQ-14,nadD,1
AHQ-14,rsfS,1
AHQ-14,tylM1,1
AHQ-14,tmcAL,1
AHQ-14,mneS_1,1
AHQ-14,gnd,1
AHQ-14,rarA,1
AHQ-14,arlR,1
AHQ-14,sasA_3,1
AHQ-14,menA_2,1
AHQ-14,smc_6,1
AHQ-14,sbcD,1
AHQ-14,yidC,1
AHQ-14,acyP,1
AHQ-14,rlmB,1
AHQ-14,yodB,1
AHQ-14,pheS,1
AHQ-14,pheT,1
AHQ-14,mltG,1
AHQ-14,udk,1
AHQ-14,greA_2,1
AHQ-14,penA,1
AHQ-14,rpmGA,1
AHQ-14,yqgN,1
AHQ-14,gluP,1
AHQ-14,glcK,1
AHQ-14,pepE_1,1
AHQ-14,yibN,1
AHQ-14,glpQ,1
AHQ-14,miaA,1
AHQ-14,glnR,1
AHQ-14,glnA,1
AHQ-14,rplU,1
AHQ-14,rpmA,1
AHQ-14,ypdF,1
AHQ-14,efp,1
AHQ-14,nusB,1
AHQ-14,folD,1
AHQ-14,xseA,1
AHQ-14,xseB,1
AHQ-14,tlyA,1
AHQ-14,argR_2,1
AHQ-14,recN,1
AHQ-14,opuCA,1
AHQ-14,opuCB,1
AHQ-14,opuCC,1
AHQ-14,opuCD,1
AHQ-14,gmk_2,1
AHQ-14,rpoZ,1
AHQ-14,coaBC,1
AHQ-14,priA,1
AHQ-14,fmt,1
AHQ-14,rsmB,1
AHQ-14,stp_1,1
AHQ-14,prkC,1
AHQ-14,rsgA_1,1
AHQ-14,rpe,1
AHQ-14,thiN,1
AHQ-14,rpmB,1
AHQ-14,recG,1
AHQ-14,plsX,1
AHQ-14,acpP_1,1
AHQ-14,rnc,1
AHQ-14,smc_7,1
AHQ-14,ftsY,1
AHQ-14,ffh,1
AHQ-14,rpsP,1
AHQ-14,rimM,1
AHQ-14,trmD,1
AHQ-14,rplS,1
AHQ-14,ecsA_2,1
AHQ-14,trpE,1
AHQ-14,pabA,1
AHQ-14,trpD,1
AHQ-14,trpC,1
AHQ-14,trpF,1
AHQ-14,trpB,1
AHQ-14,trpA,1
AHQ-14,rutB_1,1
AHQ-14,scmP,1
AHQ-14,adh_1,1
AHQ-14,fabZ_1,1
AHQ-14,fabH_2,1
AHQ-14,acpP_2,1
AHQ-14,fabD,1
AHQ-14,fabG_2,1
AHQ-14,fabF,1
AHQ-14,accB_2,1
AHQ-14,fabZ_2,1
AHQ-14,accC_2,1
AHQ-14,accD_2,1
AHQ-14,accA_2,1
AHQ-14,fabI,1
AHQ-14,ydfK_1,1
AHQ-14,gltC_1,1
AHQ-14,rsgA_2,1
AHQ-14,mdtD,1
AHQ-14,xerC_4,1
AHQ-14,cfa_1,1
AHQ-14,ycnE,1
AHQ-14,yhaI,1
AHQ-14,yegS,1
AHQ-14,pepDA_3,1
AHQ-14,lysA,1
AHQ-14,menA_3,1
AHQ-14,yhdG_3,1
AHQ-14,yitU,1
AHQ-14,rsmF,1
AHQ-14,malP_2,1
AHQ-14,fni,1
AHQ-14,galK_1,1
AHQ-14,dinG_2,1
AHQ-14,asnS_2,1
AHQ-14,dnaD,1
AHQ-14,metN,1
AHQ-14,metP_1,1
AHQ-14,btuD_4,1
AHQ-14,ponA,1
AHQ-14,recU,1
AHQ-14,gpsB_1,1
AHQ-14,rlmL,1
AHQ-14,mccF_1,1
AHQ-14,mccF_2,1
AHQ-14,osmV,1
AHQ-14,mnmC,1
AHQ-14,rnhA_1,1
AHQ-14,fhs1,1
AHQ-14,lspA,1
AHQ-14,rluD_1,1
AHQ-14,pyrR_1,1
AHQ-14,carA_2,1
AHQ-14,carB_2,1
AHQ-14,gpmB,1
AHQ-14,fra,1
AHQ-14,bcrA_1,1
AHQ-14,rqcH_2,1
AHQ-14,degV_1,1
AHQ-14,cycA_1,1
AHQ-14,lutP,1
AHQ-14,tarI,1
AHQ-14,tarJ,1
AHQ-14,tarK,1
AHQ-14,tarL,1
AHQ-14,paiA,1
AHQ-14,mgrA,1
AHQ-14,garB_3,1
AHQ-14,msrA_2,1
AHQ-14,msrB,1
AHQ-14,ppaC,1
AHQ-14,hdfR_3,1
AHQ-14,parC,1
AHQ-14,parE,1
AHQ-14,plsY,1
AHQ-14,lacX,1
AHQ-14,clpY,1
AHQ-14,hslV,1
AHQ-14,xerC_5,1
AHQ-14,trmFO,1
AHQ-14,topA,1
AHQ-14,rnhB,1
AHQ-14,rbgA,1
AHQ-14,luxA,1
AHQ-14,bmr3_2,1
AHQ-14,ctpA,1
AHQ-14,dfrA,1
AHQ-14,thyA,1
AHQ-14,ettA,1
AHQ-14,cca,1
AHQ-14,dapB,1
AHQ-14,ybjI_2,1
AHQ-14,bepA,1
AHQ-14,hup,1
AHQ-14,der,1
AHQ-14,rps1,1
AHQ-14,cmk,1
AHQ-14,recQ_2,1
AHQ-14,ribU,1
AHQ-14,rluB,1
AHQ-14,scpB,1
AHQ-14,scpA,1
AHQ-14,xerD,1
AHQ-14,cvfB,1
AHQ-14,pyk,1
AHQ-14,pfkA,1
AHQ-14,dnaE,1
AHQ-14,clpB,1
AHQ-14,pepT,1
AHQ-14,trmK,1
AHQ-14,drrB,1
AHQ-14,drrA_1,1
AHQ-14,ppsA,1
AHQ-14,eno,1
AHQ-14,hsrA_2,1
AHQ-14,dapE_1,1
AHQ-14,cdr,1
AHQ-14,glcR_1,1
AHQ-14,spxA_2,1
AHQ-14,ppaX,1
AHQ-14,glvR,1
AHQ-14,hcaR_2,1
AHQ-14,nox_3,1
AHQ-14,desR,1
AHQ-14,btuD_5,1
AHQ-14,yjaB,1
AHQ-14,bcrA_2,1
AHQ-14,ytrB_2,1
AHQ-14,ytrA_2,1
AHQ-14,sigA,1
AHQ-14,dnaG,1
AHQ-14,glyS,1
AHQ-14,glyQ,1
AHQ-14,recO,1
AHQ-14,era,1
AHQ-14,dgkA,1
AHQ-14,ybeY,1
AHQ-14,yqeY,1
AHQ-14,rpsU,1
AHQ-14,yqfL,1
AHQ-14,baiA,1
AHQ-14,nfo,1
AHQ-14,msrA_3,1
AHQ-14,aspS,1
AHQ-14,hisS,1
AHQ-14,gph_2,1
AHQ-14,dtd,1
AHQ-14,relA,1
AHQ-14,rsmE,1
AHQ-14,prmA,1
AHQ-14,lepA_1,1
AHQ-14,dltD,1
AHQ-14,dltC_2,1
AHQ-14,dltA,1
AHQ-14,pbpX,1
AHQ-14,dnaJ,1
AHQ-14,dnaK,1
AHQ-14,grpE,1
AHQ-14,hrcA,1
AHQ-14,aldC,1
AHQ-14,ribF_2,1
AHQ-14,truB,1
AHQ-14,aroK,1
AHQ-14,aroA1,1
AHQ-14,aroC,1
AHQ-14,rbfA,1
AHQ-14,infB,1
AHQ-14,rplGA,1
AHQ-14,nusA,1
AHQ-14,rimP,1
AHQ-14,polC_2,1
AHQ-14,proS,1
AHQ-14,rasP,1
AHQ-14,uppS,1
AHQ-14,frr,1
AHQ-14,pyrH,1
AHQ-14,tsf,1
AHQ-14,rpsB,1
AHQ-14,yjjG,1
AHQ-14,yfiC,1
AHQ-14,plsC,1
AHQ-14,lexA,1
AHQ-14,mvaS,1
AHQ-14,tagU_3,1
AHQ-14,ssuB_2,1
AHQ-14,rodA_1,1
AHQ-14,smc_8,1
AHQ-14,clpP_2,1
AHQ-14,xerC_6,1
AHQ-14,apt,1
AHQ-14,rnz,1
AHQ-14,obg,1
AHQ-14,glcR_2,1
AHQ-14,lacC,1
AHQ-14,fruA_1,1
AHQ-14,cpdA_1,1
AHQ-14,wbnH_2,1
AHQ-14,wecA_2,1
AHQ-14,wbgU,1
AHQ-14,ywqE_2,1
AHQ-14,ywqD_2,1
AHQ-14,uvrC,1
AHQ-14,artM_2,1
AHQ-14,mltF_2,1
AHQ-14,engB,1
AHQ-14,clpX,1
AHQ-14,tig,1
AHQ-14,tuf,1
AHQ-14,rnj2,1
AHQ-14,dapA_1,1
AHQ-14,sbnD_2,1
AHQ-14,rpsO,1
AHQ-14,rpsT,1
AHQ-14,yqeN,1
AHQ-14,comEC,1
AHQ-14,tadA_2,1
AHQ-14,comEA,1
AHQ-14,ylbL,1
AHQ-14,coaD,1
AHQ-14,rsmD,1
AHQ-14,pycA,1
AHQ-14,ftsW,1
AHQ-14,typA,1
AHQ-14,suhB,1
AHQ-14,ldh_3,1
AHQ-14,pdhD_1,1
AHQ-14,pdhC,1
AHQ-14,pdhB,1
AHQ-14,pdhA,1
AHQ-14,def,1
AHQ-14,rnjA,1
AHQ-14,ytlR,1
AHQ-14,prs_3,1
AHQ-14,recD2,1
AHQ-14,pspA_2,1
AHQ-14,ktrA,1
AHQ-14,ntpJ,1
AHQ-14,mnmA,1
AHQ-14,iscS_1,1
AHQ-14,mtnN,1
AHQ-14,act_1,1
AHQ-14,dapF,1
AHQ-14,drrA_2,1
AHQ-14,ileS,1
AHQ-14,gpsB_2,1
AHQ-14,sepF,1
AHQ-14,ftsZ,1
AHQ-14,ftsA,1
AHQ-14,divIB,1
AHQ-14,murG,1
AHQ-14,murD,1
AHQ-14,mraY,1
AHQ-14,pbpB,1
AHQ-14,ftsL_2,1
AHQ-14,rsmH,1
AHQ-14,mraZ,1
AHQ-14,spoIIIE,1
AHQ-14,trmL,1
AHQ-14,brnQ_2,1
AHQ-14,rlmA,1
AHQ-14,rpsN2,1
AHQ-14,pgl,1
AHQ-14,cutC_1,1
AHQ-14,rluD_2,1
AHQ-14,nadK,1
AHQ-14,yjbM,1
AHQ-14,pepF1,1
AHQ-14,mecA,1
AHQ-14,spxA_3,1
AHQ-14,hmoB,1
AHQ-14,yugI,1
AHQ-14,dedA_3,1
AHQ-14,yutF,1
AHQ-14,mggB,1
AHQ-14,cycA_2,1
AHQ-14,ackA_3,1
AHQ-14,comGA,1
AHQ-14,rbsK,1
AHQ-14,ccpA_2,1
AHQ-14,pepQ,1
AHQ-14,ykuT,1
AHQ-14,dapH,1
AHQ-14,ykuL,1
AHQ-14,murI,1
AHQ-14,trxA_2,1
AHQ-14,mutS2,1
AHQ-14,zapA,1
AHQ-14,yrrK,1
AHQ-14,alaS,1
AHQ-14,cshB,1
AHQ-14,nrnA_2,1
AHQ-14,dinB_1,1
AHQ-14,tgt,1
AHQ-14,queA,1
AHQ-14,ruvB,1
AHQ-14,ruvA,1
AHQ-14,mutL,1
AHQ-14,mutS,1
AHQ-14,ymdB_1,1
AHQ-14,rny,1
AHQ-14,recA,1
AHQ-14,cinA,1
AHQ-14,pgsA,1
AHQ-14,yclM,1
AHQ-14,glnH_2,1
AHQ-14,glnQ_2,1
AHQ-14,artQ,1
AHQ-14,minD,1
AHQ-14,minC,1
AHQ-14,mreC,1
AHQ-14,mreB,1
AHQ-14,fpgS,1
AHQ-14,valS,1
AHQ-14,tpx,1
AHQ-14,gshAB_1,1
AHQ-14,thiI,1
AHQ-14,iscS_2,1
AHQ-14,ezrA,1
AHQ-14,msrC,1
AHQ-14,rpsD,1
AHQ-14,sdpR,1
AHQ-14,malL_4,1
AHQ-14,sorD,1
AHQ-14,agaC_1,1
AHQ-14,sorB,1
AHQ-14,cytR,1
AHQ-14,gshAB_2,1
AHQ-14,ddl,1
AHQ-14,metQ,1
AHQ-14,metP_2,1
AHQ-14,metN2,1
AHQ-14,gcvH_2,1
AHQ-14,rodA_2,1
AHQ-14,mbl,1
AHQ-14,ydaF_1,1
AHQ-14,murA1,1
AHQ-14,atpC,1
AHQ-14,atpD,1
AHQ-14,atpG,1
AHQ-14,atpA,1
AHQ-14,atpH,1
AHQ-14,atpF,1
AHQ-14,atpE,1
AHQ-14,atpB,1
AHQ-14,pyrP,1
AHQ-14,upp,1
AHQ-14,glyA,1
AHQ-14,ywlC,1
AHQ-14,prmC,1
AHQ-14,prfA,1
AHQ-14,tdk,1
AHQ-14,murT,1
AHQ-14,gatD,1
AHQ-14,gmuF,1
AHQ-14,yfeW_1,1
AHQ-14,ilvE,1
AHQ-14,xerC_7,1
AHQ-14,smc_9,1
AHQ-14,bmrA,1
AHQ-14,tagE,1
AHQ-14,macB_2,1
AHQ-14,pgi,1
AHQ-14,glcU_1,1
AHQ-14,rlmI,1
AHQ-14,sasA_4,1
AHQ-14,srrA_1,1
AHQ-14,yicL_2,1
AHQ-14,ssrA,1
AHQ-14,naiP,1
AHQ-14,ykfC,1
AHQ-14,lrpC,1
AHQ-14,yheS_2,1
AHQ-14,ptsG,1
AHQ-14,panE_1,1
AHQ-14,degV_2,1
AHQ-14,metAA,1
AHQ-14,cmpD,1
AHQ-14,npr_2,1
AHQ-14,glxR,1
AHQ-14,maa_1,1
AHQ-14,hisC,1
AHQ-14,hisE,1
AHQ-14,hisI,1
AHQ-14,hisF,1
AHQ-14,hisA,1
AHQ-14,hisH,1
AHQ-14,hisB,1
AHQ-14,hisD,1
AHQ-14,hisG,1
AHQ-14,hisZ,1
AHQ-14,hisK,1
AHQ-14,asd,1
AHQ-14,yxeI_2,1
AHQ-14,ydgH,1
AHQ-14,ltaS1_2,1
AHQ-14,yumC,1
AHQ-14,yodC_2,1
AHQ-14,rihB,1
AHQ-14,rnhA_2,1
AHQ-14,glcU_2,1
AHQ-14,bglK_2,1
AHQ-14,bssD,1
AHQ-14,srlR,1
AHQ-14,cutC_2,1
AHQ-14,sorC_2,1
AHQ-14,fsaA,1
AHQ-14,ccpB,1
AHQ-14,murR_2,1
AHQ-14,iolU_3,1
AHQ-14,yhhX,1
AHQ-14,nhaK_2,1
AHQ-14,dxs,1
AHQ-14,rutB_2,1
AHQ-14,ytrB_3,1
AHQ-14,pox5_3,1
AHQ-14,ytpP,1
AHQ-14,metI,1
AHQ-14,lplJ_1,1
AHQ-14,manZ_2,1
AHQ-14,agaC_2,1
AHQ-14,manX_4,1
AHQ-14,gamR,1
AHQ-14,pglH,1
AHQ-14,xpkA_1,1
AHQ-14,gmuR_2,1
AHQ-14,ybaK,1
AHQ-14,yedJ,1
AHQ-14,agrA_4,1
AHQ-14,cueR,1
AHQ-14,zwf,1
AHQ-14,gabR,1
AHQ-14,dapX_3,1
AHQ-14,dapA_2,1
AHQ-14,yfcA,1
AHQ-14,oxyR_3,1
AHQ-14,yhfK,1
AHQ-14,addA,1
AHQ-14,addB,1
AHQ-14,pyrE_2,1
AHQ-14,pyrF,1
AHQ-14,pyrDB,1
AHQ-14,carB_3,1
AHQ-14,carA_3,1
AHQ-14,pyrC,1
AHQ-14,pyrB,1
AHQ-14,pyrR_2,1
AHQ-14,pucR,1
AHQ-14,pbuG_2,1
AHQ-14,icaA,1
AHQ-14,purD,1
AHQ-14,purH,1
AHQ-14,purN,1
AHQ-14,purM,1
AHQ-14,purF,1
AHQ-14,purL_1,1
AHQ-14,purL_2,1
AHQ-14,purQ,1
AHQ-14,purS,1
AHQ-14,purC,1
AHQ-14,purK_2,1
AHQ-14,purE,1
AHQ-14,urdA_3,1
AHQ-14,lplJ_2,1
AHQ-14,cah,1
AHQ-14,ansA,1
AHQ-14,bceA,1
AHQ-14,btuD_6,1
AHQ-14,patB_1,1
AHQ-14,bbmA,1
AHQ-14,thrC,1
AHQ-14,yidA_3,1
AHQ-14,maa_2,1
AHQ-14,act_2,1
AHQ-14,hit_2,1
AHQ-14,bacC_1,1
AHQ-14,eis,1
AHQ-14,entS,1
AHQ-14,nadR,1
AHQ-14,pncB,1
AHQ-14,lnrL,1
AHQ-14,dsdA,1
AHQ-14,bglA_2,1
AHQ-14,bglA_3,1
AHQ-14,ptcA,1
AHQ-14,ptcB_1,1
AHQ-14,yydK_2,1
AHQ-14,epsH,1
AHQ-14,pspB,1
AHQ-14,ycsE,1
AHQ-14,panE_2,1
AHQ-14,yicL_3,1
AHQ-14,hpr,1
AHQ-14,aroD_1,1
AHQ-14,ycaM,1
AHQ-14,morA,1
AHQ-14,hmpT,1
AHQ-14,tyrS,1
AHQ-14,ydfK_2,1
AHQ-14,gltT,1
AHQ-14,yagU,1
AHQ-14,hrtA,1
AHQ-14,rihA,1
AHQ-14,napA_2,1
AHQ-14,aspA,1
AHQ-14,emrB_2,1
AHQ-14,ydaF_2,1
AHQ-14,cysL,1
AHQ-14,gtfA_4,1
AHQ-14,gtfA_5,1
AHQ-14,adaB,1
AHQ-14,yhaP,1
AHQ-14,dapE_2,1
AHQ-14,nth_1,1
AHQ-14,maa_3,1
AHQ-14,spsB_1,1
AHQ-14,yvbK,1
